LoanID,AccountID,CustomerID,ProductID,SanctionDateKey,SanctionAmount,OutstandingAmount,EMIAmount,DPD,NPAFlag,Status
740,1499,1830,6,20200315,8649600.51,4988222.51,254744.46,15,0,Overdue
741,1500,202,9,20220712,7027898.92,6293725.81,162340.84,0,0,Standard
742,1501,463,4,20210427,8340234.36,7946460.85,185855.3,120,1,NPA
743,1502,1166,6,20201123,2939867.72,1634190.67,77809.94,180,1,NPA
744,1504,1606,6,20230514,4090166.93,3363188.37,97806.61,120,1,NPA
745,1507,988,5,20240926,8010766.37,6873259.73,228629.16,90,1,NPA
746,1509,1923,6,20210327,4916214.52,1219997.83,106396.92,0,0,Standard
747,1512,1957,6,20240813,4395635.46,2354681.14,113453.02,0,0,Standard
748,1515,1559,5,20210727,557137.0,273348.27,13292.68,0,0,Standard
749,1516,1575,9,20201208,510179.42,205866.9,7008.42,0,0,Standard
750,1517,1567,8,20240829,1978047.84,1144639.93,45567.34,180,1,NPA
751,1518,302,4,20220725,257197.07,93782.62,5680.64,0,0,Standard
752,1519,1193,5,20210807,5902964.78,5103815.85,149763.14,0,0,Standard
753,1520,1442,4,20230528,2546988.51,785621.07,70617.5,30,0,Overdue
754,1524,1408,6,20241009,3514868.71,801265.0,58015.35,30,0,Overdue
755,1526,1119,8,20230427,4619438.32,1912542.87,67237.11,0,0,Standard
756,1527,1665,9,20240613,8752849.36,4408729.22,233985.61,0,0,Standard
757,1530,934,8,20240619,4521580.78,1460943.74,95811.59,180,1,NPA
758,1531,415,9,20220912,2214238.71,528458.53,60732.02,60,0,Overdue
759,1532,1508,6,20220327,2022701.31,483096.97,43989.7,0,0,Standard
760,1537,468,8,20230619,6193004.59,5710277.15,89116.95,90,1,NPA
761,1540,1080,4,20221128,4865118.7,1619148.34,107733.93,0,0,Standard
762,1541,542,5,20220306,3699103.04,3379933.46,110558.24,0,0,Standard
763,1545,1685,5,20201017,7481725.55,3361543.3,116332.43,30,0,Overdue
764,1546,1926,9,20210304,2274711.02,1649775.87,47827.69,0,0,Standard
765,1547,737,8,20240314,3152861.73,785826.07,86172.68,0,0,Standard
766,1549,1756,6,20220217,4794474.95,3538762.41,62282.89,0,0,Standard
767,1554,1987,4,20210703,1506166.61,1015945.26,27308.02,0,0,Standard
768,1559,1411,6,20221108,1149250.97,928995.1,23723.45,0,0,Standard
769,1560,620,9,20220413,2237472.59,255401.02,65917.7,0,0,Standard
770,1561,1210,8,20240521,8877168.05,8620796.17,97523.1,0,0,Standard
771,1563,477,5,20230224,8980693.88,6100887.54,114857.7,0,0,Standard
772,1565,950,8,20240921,2117635.72,636893.19,24225.87,90,1,NPA
773,1566,417,6,20210527,780454.15,535676.1,16981.63,0,0,Standard
774,1567,1150,8,20200612,1732525.19,847547.62,47212.58,0,0,Standard
775,1571,1036,9,20240530,3303621.61,1217132.82,83225.41,0,0,Standard
776,1572,1160,9,20220320,4177771.94,4099784.35,118779.44,0,0,Standard
777,1573,1234,6,20211001,8664565.33,8330837.99,173347.31,0,0,Standard
778,1576,379,8,20240801,2558758.34,1068595.98,58833.52,0,0,Standard
779,1579,650,9,20230930,4893893.62,2950819.1,112450.09,0,0,Standard
780,1582,409,4,20240513,7385430.29,1840763.57,169928.94,0,0,Standard
781,1586,481,9,20221227,7147954.47,3657872.45,118961.22,60,0,Overdue
782,1587,790,4,20231227,4747297.19,3660789.52,133984.34,0,0,Standard
783,1588,1505,9,20220213,4882873.26,2513838.94,69518.07,0,0,Standard
784,1589,1085,5,20220531,4532298.14,1276692.73,105000.16,90,1,NPA
785,1593,397,4,20211023,3964149.98,1509097.39,90739.26,30,0,Overdue
786,1595,18,6,20220123,2961936.93,2496789.92,87946.86,0,0,Standard
787,1597,1497,6,20241019,530258.76,430678.54,12045.05,30,0,Overdue
788,1600,1395,6,20240413,4981953.25,4463332.72,143772.42,90,1,NPA
789,1603,726,5,20231004,5254848.49,1569584.26,109096.5,0,0,Standard
790,1606,1318,8,20200915,7607280.54,4039513.58,221335.36,0,0,Standard
791,1607,192,5,20240726,8953835.04,7264002.58,188379.21,0,0,Standard
792,1608,1021,6,20210220,8842143.17,4745238.47,199928.29,0,0,Standard
793,1612,1532,4,20210904,3557070.74,2717074.77,101357.58,30,0,Overdue
794,1614,1895,6,20230905,8221229.16,4735331.33,233955.43,0,0,Standard
795,1615,80,6,20200420,1726796.88,1336965.51,29034.66,15,0,Overdue
796,1618,1498,4,20240111,4664625.2,4659030.25,83474.67,0,0,Standard
797,1623,1379,5,20221217,4068968.67,1018394.79,65419.81,0,0,Standard
798,1626,1038,5,20200929,5211760.46,3810404.69,152333.08,120,1,NPA
799,1629,829,9,20220603,4109290.91,3652291.69,53195.54,0,0,Standard
800,1630,157,5,20211105,1240824.7,273351.26,28018.9,0,0,Standard
801,1631,277,6,20220521,3424854.83,2847006.66,81538.44,0,0,Standard
802,1634,985,4,20240327,5197204.77,3215275.22,96738.13,0,0,Standard
803,1639,1971,5,20231202,5085616.19,3553741.35,78555.14,15,0,Overdue
804,1642,84,9,20240806,1276598.72,477033.85,22715.21,0,0,Standard
805,1647,1728,9,20220506,1920223.29,1127344.05,37911.48,30,0,Overdue
806,1650,165,4,20230426,3547308.47,1310037.67,60659.51,90,1,NPA
807,1653,634,4,20200307,6785796.84,5853585.51,155105.61,0,0,Standard
808,1659,1586,9,20231120,3574044.73,1675717.93,92401.53,0,0,Standard
809,1660,99,9,20210424,1990296.65,1054937.48,52788.77,90,1,NPA
810,1661,1140,8,20240715,938405.26,280265.02,26409.8,0,0,Standard
811,1663,1383,5,20210418,6337265.1,5149036.53,132245.94,0,0,Standard
812,1665,1442,8,20211020,7616900.57,7158490.85,137451.28,0,0,Standard
813,1666,1275,6,20210730,4683120.51,2486106.6,78277.91,15,0,Overdue
814,1667,297,9,20200303,409792.69,238795.62,4867.67,0,0,Standard
815,1668,1215,4,20200526,7666432.45,2255762.36,219626.67,0,0,Standard
816,1670,903,9,20210512,8103562.68,5153245.44,114098.08,0,0,Standard
817,1672,1484,4,20221006,8961972.1,7854900.51,110961.3,0,0,Standard
818,1673,1256,4,20231126,885469.97,693541.93,24608.05,0,0,Standard
819,1675,70,9,20210109,3941270.9,1181224.36,115121.98,0,0,Standard
820,1677,546,5,20210517,6157401.22,2768855.63,153758.17,30,0,Overdue
821,1678,596,4,20220325,5812478.9,3881494.03,171461.33,0,0,Standard
822,1681,871,9,20230112,1067682.07,1018639.63,30462.48,60,0,Overdue
823,1683,907,5,20210213,4210711.26,1314718.06,97107.02,0,0,Standard
824,1684,548,6,20220901,2879368.42,2144223.23,65583.43,0,0,Standard
825,1685,1346,9,20241106,4389895.35,3731119.4,68086.98,0,0,Standard
826,1690,468,8,20230430,6791334.82,5072277.85,185334.69,60,0,Overdue
827,1691,374,6,20220316,2923515.03,2708269.81,37328.93,0,0,Standard
828,1692,701,4,20210530,1734276.95,347425.0,18078.98,0,0,Standard
829,1694,155,9,20200608,6844689.76,5201219.9,190112.35,15,0,Overdue
830,1698,1177,9,20200412,3708422.99,3460133.33,89935.28,15,0,Overdue
831,1702,579,4,20220223,6385416.89,4528064.06,70665.06,0,0,Standard
832,1703,1883,6,20231215,7467981.47,4464226.28,91819.49,0,0,Standard
833,1705,1280,6,20201225,473598.35,94178.61,12435.08,0,0,Standard
834,1707,1083,8,20211207,4852794.14,1848090.36,115313.34,0,0,Standard
835,1710,1560,9,20240401,3520784.74,1687140.79,49600.41,30,0,Overdue
836,1712,300,8,20220215,5892991.96,3475000.3,157319.84,0,0,Standard
837,1716,1139,4,20200131,778815.37,174648.14,22145.98,0,0,Standard
838,1717,1341,4,20211216,3646257.56,734629.23,48704.67,180,1,NPA
839,1718,1714,9,20220222,8197399.71,6075791.45,194527.99,90,1,NPA
840,1719,724,6,20240624,657993.14,205899.42,8647.83,90,1,NPA
841,1720,1367,9,20230905,2824316.96,1543018.94,60447.98,0,0,Standard
842,1721,12,5,20220410,539267.25,256796.88,13330.37,0,0,Standard
843,1722,411,6,20230130,138479.33,109975.19,1394.22,0,0,Standard
844,1724,230,5,20231003,922165.24,784508.75,13105.37,0,0,Standard
845,1726,903,4,20200818,3959959.95,2118255.35,82776.53,0,0,Standard
846,1730,1970,6,20220801,5843201.1,815948.59,155453.59,0,0,Standard
847,1731,538,6,20210317,4893132.44,4604624.82,100528.74,0,0,Standard
848,1732,147,6,20200403,6259388.6,4743707.8,151647.66,0,0,Standard
849,1734,1835,5,20201108,8172732.69,2253335.35,232892.84,0,0,Standard
850,1735,699,5,20231125,1176167.39,489398.14,20718.58,0,0,Standard
851,1739,776,6,20240711,6566439.89,659458.15,158119.86,0,0,Standard
852,1740,369,9,20210208,4004493.95,3048624.09,71096.02,15,0,Overdue
853,1745,1624,9,20230207,2837075.13,655756.81,75747.1,0,0,Standard
854,1746,644,9,20240319,6930556.4,4688644.08,186247.59,30,0,Overdue
855,1750,1433,4,20200204,1439957.94,1334258.13,40377.17,30,0,Overdue
856,1751,255,4,20210430,2403186.88,1626022.01,71340.18,0,0,Standard
857,1752,1704,8,20200425,4000204.98,2624386.58,108655.4,0,0,Standard
858,1756,342,6,20240205,2899125.66,2148379.75,82336.34,0,0,Standard
859,1757,630,8,20230402,6089252.18,4574487.01,105940.08,0,0,Standard
860,1767,550,6,20230615,1928426.62,1424126.61,19434.97,0,0,Standard
861,1768,1811,9,20200114,2722796.04,1504770.25,77661.28,0,0,Standard
862,1771,412,9,20200401,4742923.54,3598301.77,53302.28,0,0,Standard
863,1775,1543,9,20240416,4203611.66,1340621.69,96198.89,90,1,NPA
864,1777,1021,6,20200918,1402337.23,486862.7,27883.73,0,0,Standard
865,1778,1712,6,20240502,5641046.03,5123068.41,69601.71,120,1,NPA
866,1780,1268,9,20210406,7487929.28,6594476.75,217968.0,0,0,Standard
867,1782,1483,6,20240419,3478063.7,2650250.38,41127.24,0,0,Standard
868,1783,935,5,20230416,5612807.07,3607371.54,124464.44,0,0,Standard
869,1784,531,5,20240414,7444673.59,1552983.71,112297.09,0,0,Standard
870,1785,1848,9,20220306,8113717.55,6335907.47,118407.72,0,0,Standard
871,1786,1321,6,20240902,6326473.01,3622059.18,83307.16,0,0,Standard
872,1789,256,5,20230727,6684624.35,4443462.65,82331.4,30,0,Overdue
873,1790,250,6,20200207,8848643.0,2803795.69,99446.42,0,0,Standard
874,1791,158,9,20240517,7569941.24,4437615.2,134328.59,0,0,Standard
875,1793,1794,6,20241229,2691718.03,1613794.49,27329.24,0,0,Standard
876,1795,1004,8,20220109,275715.63,176568.72,2985.66,0,0,Standard
877,1797,730,8,20200323,3485379.17,1379781.38,72245.99,0,0,Standard
878,1799,967,5,20211118,3443758.45,3402981.76,54496.47,120,1,NPA
879,1800,884,6,20211130,5453730.42,1413033.47,69172.74,0,0,Standard
880,1801,1850,8,20220430,1059735.75,109558.6,16465.09,0,0,Standard
881,1802,220,6,20221009,2433425.5,2015632.02,29509.2,60,0,Overdue
882,1804,931,8,20231008,6574585.36,2964101.67,150720.41,15,0,Overdue
883,1807,914,4,20220215,6627008.11,6327843.54,87230.48,0,0,Standard
884,1808,982,6,20210102,8861995.27,7318682.1,163421.3,0,0,Standard
885,1810,1127,5,20200121,5043020.94,1266621.27,92448.17,0,0,Standard
886,1812,568,5,20210107,3648600.23,2209289.26,58761.93,180,1,NPA
887,1813,1056,8,20200708,6821198.22,1374372.13,93123.73,180,1,NPA
888,1816,129,6,20240405,3867742.13,1414350.92,41545.13,0,0,Standard
889,1818,815,8,20231016,6596206.58,3370137.7,141901.02,0,0,Standard
890,1821,1073,4,20211101,8089059.12,3662637.13,206583.68,0,0,Standard
891,1823,1011,6,20230611,3539466.59,1962283.96,46594.83,0,0,Standard
892,1826,1488,8,20220709,4785591.89,1470640.75,81547.39,60,0,Overdue
893,1827,75,8,20220422,732618.69,397336.92,12103.72,90,1,NPA
894,1829,1984,6,20211208,5779634.64,3857120.48,89061.9,0,0,Standard
895,1833,668,5,20220315,868896.74,466106.43,25733.3,180,1,NPA
896,1834,1237,4,20211004,2345332.64,236132.73,30403.79,0,0,Standard
897,1835,798,6,20210315,815613.95,203397.63,12898.38,30,0,Overdue
898,1836,135,6,20200719,650573.48,250245.75,16891.41,0,0,Standard
899,1837,1637,8,20230514,1870524.85,805410.12,37296.55,0,0,Standard
900,1839,1453,5,20230306,7651872.49,4497030.85,127178.86,0,0,Standard
901,1840,739,5,20200920,4291004.05,4198203.75,70204.1,0,0,Standard
902,1841,953,5,20220611,1234167.84,609336.48,31556.55,0,0,Standard
903,1847,1243,4,20211022,2429542.92,1996890.45,41003.18,15,0,Overdue
904,1853,573,8,20210905,6045163.26,3631751.72,106412.36,0,0,Standard
905,1854,138,8,20221120,196974.77,67153.5,5489.8,0,0,Standard
906,1856,973,4,20241219,5121905.15,2110251.98,69839.55,0,0,Standard
907,1858,1998,8,20220816,4303856.08,1132782.25,77804.77,120,1,NPA
908,1862,1343,9,20230130,540711.22,516999.39,12046.77,30,0,Overdue
909,1864,1446,6,20210131,4264089.54,1807263.62,98010.56,0,0,Standard
910,1867,1893,6,20220930,8457674.99,4404051.18,235982.87,180,1,NPA
911,1868,204,4,20231224,353938.23,271078.06,6108.22,0,0,Standard
912,1870,1449,5,20230626,3714931.86,2721957.62,45672.24,30,0,Overdue
913,1871,489,8,20240512,7532630.1,1255366.54,177977.14,0,0,Standard
914,1872,1456,9,20241211,149340.64,67695.51,2303.03,90,1,NPA
915,1874,92,4,20240516,3897695.0,1012765.59,44858.19,0,0,Standard
916,1888,1750,4,20200726,4782178.76,3537638.99,80166.45,120,1,NPA
917,1889,1235,9,20210108,3119469.33,1560765.72,55994.41,0,0,Standard
918,1890,1030,8,20211014,6143537.7,5733713.25,136273.91,0,0,Standard
919,1892,1391,5,20210511,2027859.7,1259851.4,53047.93,0,0,Standard
920,1893,614,4,20210607,2413674.58,684490.8,44768.12,0,0,Standard
921,1894,481,6,20210816,7902183.8,1073160.42,197293.59,60,0,Overdue
922,1896,1028,5,20240530,7442741.6,6857968.43,74699.93,0,0,Standard
923,1897,1872,6,20230514,5317368.36,2857154.81,150677.68,0,0,Standard
924,1898,1905,9,20220104,4254897.64,1847744.67,83939.64,0,0,Standard
925,1900,676,4,20241218,369966.92,191558.34,8740.18,0,0,Standard
926,1905,1017,9,20201203,236829.9,187908.5,4269.06,0,0,Standard
927,1906,166,8,20240920,3212193.61,2048576.04,57916.16,90,1,NPA
928,1907,1542,8,20241225,3999230.16,2929132.77,110383.46,0,0,Standard
929,1908,1467,6,20230720,8736972.08,4252332.15,127918.46,0,0,Standard
930,1909,663,5,20200412,3246358.88,1972734.54,83185.09,0,0,Standard
931,1911,800,5,20240125,8307577.15,8177789.6,143008.26,0,0,Standard
932,1914,84,5,20240423,2385532.58,1029330.65,31454.81,0,0,Standard
933,1915,1676,5,20200510,7959024.8,7523214.02,136812.75,0,0,Standard
934,1916,1657,5,20231015,7789618.98,3165925.18,171712.05,60,0,Overdue
935,1917,971,5,20240320,7541272.98,3454931.5,110753.17,0,0,Standard
936,1921,904,9,20220711,2638507.93,2138143.67,65219.41,0,0,Standard
937,1922,688,9,20221226,203815.8,74457.03,5906.16,30,0,Overdue
938,1923,715,4,20220521,595660.85,250626.17,17348.24,0,0,Standard
939,1925,689,8,20230518,7727532.93,2957770.49,114393.59,90,1,NPA
940,1927,1120,4,20231011,480166.42,152574.04,7366.87,0,0,Standard
941,1928,1695,6,20220901,3673247.48,1953982.41,68032.12,0,0,Standard
942,1930,1628,8,20240923,3608092.74,2314593.4,48210.77,0,0,Standard
943,1931,1587,9,20231101,8247188.04,3554155.22,95638.98,0,0,Standard
944,1933,359,4,20220227,1594253.24,1508696.38,27272.46,0,0,Standard
945,1935,811,8,20211026,6731712.8,5541425.27,93734.06,60,0,Overdue
946,1936,791,6,20231109,4222261.02,1167302.64,89807.52,15,0,Overdue
947,1938,523,4,20200104,2285593.22,924136.08,40855.96,0,0,Standard
948,1939,422,4,20210101,2492819.34,606380.95,28144.66,0,0,Standard
949,1940,76,8,20241128,1152875.04,644992.93,18244.23,0,0,Standard
950,1942,1513,4,20211013,7487202.55,4278981.91,173271.22,120,1,NPA
951,1943,1338,6,20240913,2917087.51,1017978.99,43283.92,0,0,Standard
952,1944,50,8,20240923,4921294.79,1426118.47,98379.42,90,1,NPA
953,1947,1059,9,20230125,3033378.65,2217252.1,69181.59,180,1,NPA
954,1950,374,6,20230127,1733989.32,1187451.82,21698.97,0,0,Standard
955,1951,999,4,20200831,2476726.61,1059853.77,70651.01,30,0,Overdue
956,1956,405,8,20220705,2335637.98,1234857.57,32055.53,0,0,Standard
957,1958,1193,6,20200405,2199533.6,885249.91,36778.21,0,0,Standard
958,1959,1378,9,20240730,3476244.08,846459.81,49409.76,0,0,Standard
959,1963,284,5,20240424,2934350.29,2155937.69,43597.05,0,0,Standard
960,1964,1762,6,20220301,2163483.22,1362319.43,44356.36,0,0,Standard
961,1965,871,6,20200604,2367598.17,1771005.4,58822.84,0,0,Standard
962,1967,1251,8,20200316,7038082.03,1792728.16,84010.84,60,0,Overdue
963,1973,1572,8,20231002,4299891.28,3861355.1,112000.41,0,0,Standard
964,1975,1967,6,20221111,2016543.28,1017926.11,31121.44,0,0,Standard
965,1978,1402,6,20230814,8156469.9,2220233.7,107891.26,180,1,NPA
966,1982,799,5,20220108,2359136.64,378386.51,49694.74,0,0,Standard
967,1983,1244,9,20201226,7280142.11,6760483.69,131366.43,0,0,Standard
968,1984,398,8,20200521,7417147.46,1169768.56,90859.71,30,0,Overdue
969,1987,74,6,20220109,7008530.17,5383117.12,80027.54,0,0,Standard
970,1988,1877,5,20231227,3760641.66,3543653.79,59624.01,0,0,Standard
971,1990,1979,6,20210925,4024066.35,2539731.02,105910.72,120,1,NPA
972,1992,1313,4,20210214,4255707.2,724428.37,82628.88,0,0,Standard
973,1993,248,5,20220406,5709633.81,2841188.13,93475.47,0,0,Standard
974,1995,1351,5,20231230,3930930.1,1230510.5,104896.41,0,0,Standard
975,1996,511,4,20210802,6767781.23,969289.47,159652.39,0,0,Standard
976,1999,938,8,20200615,569374.41,560509.88,16332.72,90,1,NPA
977,2002,892,8,20240628,3366683.03,2297694.54,45304.62,0,0,Standard
978,2003,22,9,20220806,3677712.58,1071737.91,48062.82,0,0,Standard
979,2005,708,8,20200121,4519980.33,538264.61,45808.08,90,1,NPA
980,2006,379,4,20200622,5189243.29,1935043.15,98602.24,0,0,Standard
981,2008,7,5,20221226,8003550.26,2014684.1,175589.98,0,0,Standard
982,2010,156,6,20220703,1418781.07,188275.44,23247.93,0,0,Standard
983,2011,1291,6,20230528,5556488.65,5300575.5,145895.49,0,0,Standard
984,2012,159,6,20201229,2376081.14,611742.45,55776.24,0,0,Standard
985,2013,312,9,20200815,8534905.39,4529088.55,230848.2,15,0,Overdue
986,2015,688,6,20201125,1819873.41,866825.89,47844.52,0,0,Standard
987,2016,1564,9,20210630,6266926.93,5078018.7,119186.83,15,0,Overdue
988,2018,1232,4,20210521,3431201.87,1806878.65,57255.22,0,0,Standard
989,2020,973,9,20200812,1310000.78,490709.19,28508.37,0,0,Standard
990,2021,712,6,20240131,324971.1,174500.14,3642.97,15,0,Overdue
991,2023,152,8,20230201,749054.5,105867.28,18270.98,90,1,NPA
992,2024,1694,5,20210311,4677544.31,4279538.81,85729.61,0,0,Standard
993,2025,1060,6,20220830,2717122.45,2102609.91,76430.65,0,0,Standard
994,2028,929,4,20201004,8417323.95,5755825.62,225255.05,30,0,Overdue
995,2029,682,4,20241229,3346166.49,3213278.18,72131.72,30,0,Overdue
996,2042,732,5,20220422,4140042.08,3629994.47,76508.99,0,0,Standard
997,2043,796,8,20210928,8835500.84,3358081.91,193245.54,0,0,Standard
998,2045,697,6,20241224,7727507.56,3679383.91,141465.94,0,0,Standard
999,2046,416,9,20230703,277695.89,244131.45,5071.96,0,0,Standard
1000,2049,1632,9,20210805,4970521.62,3455273.8,122476.91,0,0,Standard
1001,2055,973,6,20210908,7129921.34,1941792.63,154555.68,0,0,Standard
1002,2056,447,6,20230301,3611949.89,2900801.11,96840.95,15,0,Overdue
1003,2057,1547,4,20241118,2097878.22,1027767.76,62090.33,0,0,Standard
1004,2058,1780,5,20240505,7930014.01,5669078.62,194925.43,30,0,Overdue
1005,2059,517,9,20210602,5649266.8,742913.66,164810.69,0,0,Standard
1006,2060,107,8,20231024,1894830.56,822586.34,41830.19,30,0,Overdue
1007,2062,1800,4,20241126,2627501.38,897428.99,26626.45,180,1,NPA
1008,2064,25,4,20230131,1403432.57,544699.84,38562.08,0,0,Standard
1009,2067,1900,6,20220314,7956532.1,1323927.84,176482.63,180,1,NPA
1010,2073,1140,9,20200619,4313397.35,1993956.93,46729.02,0,0,Standard
1011,2078,1837,6,20230210,2423003.27,1026701.14,24377.35,0,0,Standard
1012,2080,200,6,20240928,6568447.38,6151823.14,131531.0,0,0,Standard
1013,2082,580,8,20220117,1766526.35,1755159.85,38993.04,0,0,Standard
1014,2083,476,6,20240925,7081544.68,3910231.39,81752.42,0,0,Standard
1015,2084,1312,5,20240117,6141625.61,3066573.88,141311.44,0,0,Standard
1016,2087,1528,5,20200226,5512761.02,3625450.12,70763.51,0,0,Standard
1017,2088,1577,5,20200802,6045237.45,1317523.29,68045.75,0,0,Standard
1018,2091,1390,9,20210203,2937178.27,2295862.76,30708.84,60,0,Overdue
1019,2092,423,9,20220211,5630989.59,5365877.0,147163.56,0,0,Standard
1020,2094,404,9,20211224,3150597.38,1185217.63,92495.48,0,0,Standard
1021,2095,1142,6,20240715,2965640.9,1017463.84,40514.63,0,0,Standard
1022,2096,600,4,20230304,1335942.53,508356.31,28397.31,15,0,Overdue
1023,2100,1046,4,20230324,806456.28,189215.64,12102.86,0,0,Standard
1024,2101,1952,4,20241104,6106770.67,4214258.06,90891.42,90,1,NPA
1025,2102,577,6,20230816,3598559.68,381944.1,101961.05,0,0,Standard
1026,2106,676,9,20230623,8945740.76,6420132.03,220303.18,0,0,Standard
1027,2112,250,8,20210303,1454752.94,1448105.45,29053.66,0,0,Standard
1028,2113,199,9,20210713,877507.74,551092.35,15843.66,0,0,Standard
1029,2122,1673,8,20230213,2517871.57,1441884.67,46561.63,0,0,Standard
1030,2125,20,8,20231125,7284114.24,1415699.77,144653.03,0,0,Standard
1031,2126,1667,9,20200922,4754958.19,2881670.33,104348.14,0,0,Standard
1032,2128,1487,9,20220614,5261770.39,4391672.15,105040.9,0,0,Standard
1033,2130,288,5,20230519,1824151.83,1426443.11,44417.42,0,0,Standard
1034,2131,695,5,20200920,4709139.23,4255596.12,103889.75,0,0,Standard
1035,2135,1098,9,20230517,4806851.75,2977720.74,119260.61,0,0,Standard
1036,2136,1007,8,20241208,5208360.16,1287039.94,71062.66,30,0,Overdue
1037,2137,572,6,20200115,7725240.08,3014292.71,228895.21,0,0,Standard
1038,2140,369,8,20201015,5240872.51,2867803.13,93782.39,0,0,Standard
1039,2145,1002,5,20200131,8999082.22,8825520.42,223921.77,15,0,Overdue
1040,2146,117,6,20240226,2225945.93,1471602.38,52520.91,0,0,Standard
1041,2151,736,5,20220628,2514275.94,1016886.8,31968.07,0,0,Standard
1042,2153,133,4,20211128,6269320.8,5307834.39,183467.13,0,0,Standard
1043,2154,243,4,20230120,6211480.27,1242087.68,94191.03,0,0,Standard
1044,2159,1431,9,20200810,1708227.3,223241.06,22059.94,0,0,Standard
1045,2160,1944,9,20240209,3307511.73,1048269.29,41408.5,0,0,Standard
1046,2161,1583,6,20210627,6028185.83,3382558.85,121108.28,180,1,NPA
1047,2162,841,6,20210111,2062410.3,310057.02,53920.97,0,0,Standard
1048,2164,1060,5,20220515,5802196.83,2855316.56,123306.4,0,0,Standard
1049,2165,1945,4,20200214,7479571.34,4327219.3,114930.99,0,0,Standard
1050,2166,1426,5,20200401,5715919.38,4945568.79,77089.56,0,0,Standard
1051,2167,373,5,20221214,981111.25,731401.56,28619.85,120,1,NPA
1052,2168,1803,4,20211230,3688355.49,1123065.21,78948.74,30,0,Overdue
1053,2169,164,4,20230203,6205398.5,1704472.84,149473.38,0,0,Standard
1054,2170,226,4,20241005,4624959.28,3162312.36,81289.97,0,0,Standard
1055,2172,986,9,20231231,7335759.85,3288575.98,146426.07,15,0,Overdue
1056,2174,566,6,20240421,4035357.68,1251919.86,52938.6,60,0,Overdue
1057,2175,579,4,20210217,3398362.52,475101.83,69269.06,0,0,Standard
1058,2177,377,8,20200326,1537137.11,964994.97,21964.94,0,0,Standard
1059,2178,461,8,20200701,6647739.45,3738338.32,147986.15,60,0,Overdue
1060,2181,422,5,20230324,8580324.06,2843002.25,133551.98,30,0,Overdue
1061,2184,341,6,20210528,7996075.52,2989502.12,222803.57,0,0,Standard
1062,2185,198,9,20240409,6039637.7,2741598.74,95179.19,0,0,Standard
1063,2186,541,9,20200406,2788961.0,1788611.07,47445.85,0,0,Standard
1064,2188,686,6,20210227,1650619.21,898165.28,37847.77,60,0,Overdue
1065,2192,826,8,20200725,8464647.16,6049285.12,104807.62,0,0,Standard
1066,2193,1534,5,20220501,3728025.96,500356.51,50279.73,0,0,Standard
1067,2194,1768,4,20211221,354161.45,319782.66,8883.22,0,0,Standard
1068,2195,1492,9,20210104,7998533.84,3790243.2,164742.55,0,0,Standard
1069,2196,1710,9,20200331,3943349.07,562064.01,118139.5,0,0,Standard
1070,2201,1786,9,20230123,8166351.23,2955354.17,124564.08,60,0,Overdue
1071,2202,1678,6,20220111,8036281.85,3428012.93,121488.37,0,0,Standard
1072,2204,1904,4,20240907,1007300.18,334341.33,14695.94,0,0,Standard
1073,2206,365,9,20200516,6986646.01,4503829.68,99984.14,30,0,Overdue
1074,2207,680,6,20230131,6767737.13,4697625.62,111073.26,0,0,Standard
1075,2208,1294,9,20241208,5755116.95,5589861.95,128893.25,0,0,Standard
1076,2210,1479,8,20200516,3872773.46,3229107.64,59874.91,0,0,Standard
1077,2211,1152,9,20221022,2261515.32,844380.61,23007.33,0,0,Standard
1078,2213,402,4,20211011,3341853.6,2952196.07,62944.55,0,0,Standard
1079,2214,506,6,20240614,8138815.39,4772585.04,180762.2,0,0,Standard
1080,2218,585,5,20220806,6057599.66,1248948.94,110113.55,30,0,Overdue
1081,2219,1948,9,20220203,415789.12,395506.06,7613.74,0,0,Standard
1082,2220,1608,9,20241220,1369389.57,755931.69,18063.81,0,0,Standard
1083,2221,1591,6,20220430,6851030.18,1516399.88,75093.39,0,0,Standard
1084,2222,627,5,20211215,5357202.47,2491011.33,88570.58,0,0,Standard
1085,2224,1838,4,20200521,5336132.33,4740450.0,54444.99,0,0,Standard
1086,2225,619,5,20240929,6135587.21,1030272.93,161399.39,0,0,Standard
1087,2226,795,9,20221116,8103193.88,5179297.83,241666.03,30,0,Overdue
1088,2232,762,5,20210919,2825678.61,2340107.4,52938.61,0,0,Standard
1089,2233,1712,6,20201010,4528515.32,1137050.98,74500.08,0,0,Standard
1090,2234,116,9,20230325,8835477.06,3172856.62,89488.49,0,0,Standard
1091,2235,1675,4,20201229,1753246.32,1166365.72,37403.41,0,0,Standard
1092,2239,715,6,20220221,1218070.7,582735.81,19317.64,0,0,Standard
1093,2240,647,8,20241208,1338462.21,775942.25,15519.27,15,0,Overdue
1094,2242,439,9,20230114,8124672.66,6035406.7,97946.2,15,0,Overdue
1095,2243,1138,6,20201213,8742114.6,3706008.99,90670.61,0,0,Standard
1096,2245,1674,8,20220118,6989121.93,2060805.41,148733.61,15,0,Overdue
1097,2247,1412,4,20230801,1365734.52,465555.72,13726.24,0,0,Standard
1098,2250,912,9,20240901,1795089.01,797432.02,47479.5,30,0,Overdue
1099,2252,1922,5,20210505,6128251.71,3840421.98,144455.89,120,1,NPA
1100,2253,1532,4,20220717,6535995.23,3991038.49,149614.17,180,1,NPA
